Category,Message,cleaning_text
0,i am 6 ft. we will be a good combination!,6 ft good combination
0,i'm sick !! i'm needy !! i want you !! *pouts* *stomps feet* where are you ?! *pouts* *stomps feet* i want my slave !! i want him now !!,im sick im needy want pout stomp foot pout stomp foot want slave want
0,* am on a train back from northampton so i'm afraid not!,train back northampton im afraid
0,where in abj are you serving. are you staying with dad or alone.,abj serving staying dad alone
0,was playng 9 doors game and gt racing on phone lol,playng 9 door game gt racing phone lol
1,"new tones this week include: 1)mcfly-all ab.., 2) sara jorge-shock.. 3) will smith-switch.. to order follow instructions on next message",new tone week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruction next message
0,"solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.",solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately who reply reason u r brilliant
0,i'm on da bus going home...,im da bus going home
0,i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,got call landline number asked come anna nagar go afternoon
0,i'm okay. chasing the dream. what's good. what are you doing next.,im okay chasing dream whats good next
0,yupz... i've oredi booked slots 4 my weekends liao...,yupz ive oredi booked slot 4 weekend liao
1,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid 12hrs only,urgent trying contact u today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
0,there r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,r many modelsony ericson also der ltgt luks good bt forgot modl
0,okie,okie
0,yes i know the cheesy songs from frosty the snowman :),yes know cheesy song frosty snowman
0,"ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin ltgt min il reply u
1,sports fans - get the latest sports news str* 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p
0,hey tmr meet at bugis 930 ?,hey tmr meet bugis 930
1,"urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm",urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
0,all these nice new shirts and the only thing i can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist themed _ mu
0,hey sexy buns! what of that day? no word from you this morning on ym ... :-( ... i think of you,hey sexy bun day word morning ym think
0,and whenever you and i see we can still hook up too.,whenever see still hook
0,nope but i'm going home now then go pump petrol lor... like going 2 rain soon...,nope im going home go pump petrol lor like going 2 rain soon
0,can you use foreign stamps for whatever you send them off for?,use foreign stamp whatever send
1,from 88066 lost £12 help,88066 lost 12 help
0,oh baby of the house. how come you dont have any new pictures on facebook,oh baby house come dont new picture facebook
0,"feb  &lt;#&gt;  is ""i love u"" day. send dis to all ur ""valued frnds"" evn me. if 3 comes back u'll gt married d person u luv! if u ignore dis u will lose ur luv 4 evr",feb ltgt love u day send dis ur valued frnds evn 3 come back ull gt married person u luv u ignore dis u lose ur luv 4 evr
0,"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs.",hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs
0,"omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happened
0,yup no more already... thanx 4 printing n handing it up.,yup already thanx 4 printing n handing
1,freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date
0,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase stated watch many movie want
0,s now only i took tablets . reaction morning only.,took tablet reaction morning
1,great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs,great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt tc
0,"nah, i'm a perpetual dd",nah im perpetual dd
0,sorry de i went to shop.,sorry de went shop
1,hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p provided by tones2you.co.uk,hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da.",wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
0,hey you still want to go for yogasana? coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bathe hav steam bath
0,nope i'm not drivin... i neva develop da photos lei...,nope im drivin neva develop da photo lei
0,i am thinking of going down to reg for pract lessons.. flung my advance.. haha wat time u going?,thinking going reg pract lesson flung advance haha wat time u going
0,cool. i am  &lt;#&gt;  inches long. hope you like them big!,cool ltgt inch long hope like big
0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
0,okie.. thanx..,okie thanx
1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222
0,go where n buy? juz buy when we get there lar.,go n buy juz buy get lar
0,ok lor...,ok lor
0,i'm working technical support :)voice process.,im working technical support voice process
0,it's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke already brain going mush
0,"tunde, how are you doing. this is just wishing you a great day. abiola.",tunde wishing great day abiola
0,nope... c ü then...,nope c ü
0,no. but we'll do medical missions to nigeria,well medical mission nigeria
0,no i am not having not any movies in my laptop,movie laptop
0,whatsup there. dont u want to sleep,whatsup dont u want sleep
1,urgent please call 09066612661 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “,urgent please call 09066612661 landline 5000 cash luxury 4 canary island holiday await collection tc sae award 20m12aq 150ppm 16
1,"urgent! please call 09066612661 from your landline, your complimentary 4* lux costa del sol holiday or £1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr",urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae tc james 28 eh74rr
0,i havent lei.. next mon can?,havent lei next mon
0,mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today shall get dear
0,how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.,dare stupid wont tell anything hear wont talk
0,do ü noe if ben is going?,ü noe ben going
0,can you do a mag meeting this avo at some point?,mag meeting avo point
0,i meant middle left or right?,meant middle left right
0,really? i crashed out cuddled on my sofa.,really crashed cuddled sofa
0,hi chachi tried calling u now unable to reach u .. pl give me a missed cal once u c tiz msg  kanagu,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
0,"i sent you the prices and do you mean the  &lt;#&gt; g,",sent price mean ltgt g
